user_input,reference
"Cổng DVCQG có hỗ trợ liên thông 3 thủ tục: khai sinh, cư trú, bảo hiểm y tế cho trẻ dưới 6 tuổi không?","Có. Bạn có thể sử dụng thủ tục liên thông đăng ký khai sinh, đăng ký thường trú và cấp thẻ bảo hiểm y tế cho trẻ dưới 6 tuổi."
Nếu con tôi sinh ở nước ngoài thì tôi có thể thực hiện đăng ký khai sinh trên Cổng DVCQG được không?,Có. Bạn có thể chọn thủ tục đăng ký khai sinh có yếu tố nước ngoài hoặc khai sinh có yếu tố nước ngoài tại khu vực biên giới nếu phù hợp.
"Có thể đăng ký khai sinh kết hợp với việc nhận cha, mẹ, con cho trẻ dưới 6 tuổi không?","Có. Cổng DVCQG hỗ trợ thủ tục đăng ký khai sinh kết hợp nhận cha, mẹ, con, kể cả có yếu tố nước ngoài."
Việc đăng ký thường trú cho trẻ em có thể thực hiện thông qua dịch vụ công trực tuyến trên Cổng DVCQG không?,"Có. Thủ tục đăng ký thường trú cho trẻ em dưới 6 tuổi được cung cấp trong mục “Cư trú” của chuyên mục ""Có con nhỏ""."
Thủ tục đăng ký khai sinh trên Cổng DVCQG bao gồm những hình thức nào?,"Bao gồm: Đăng ký khai sinh thường, khai sinh kết hợp nhận cha mẹ con, khai sinh có yếu tố nước ngoài, và khai sinh tại khu vực biên giới."
"Tôi muốn đăng ký khai sinh kết hợp nhận cha, mẹ, con có yếu tố nước ngoài thì có thể thực hiện trực tuyến không?","Có. Cổng DVCQG cung cấp thủ tục đăng ký khai sinh kết hợp nhận cha, mẹ, con có yếu tố nước ngoài."
Cổng Dịch vụ Công Bộ Công an có địa chỉ truy cập là gì?,Địa chỉ truy cập của Cổng Dịch vụ Công Bộ Công an là https://dichvucong.dancuquocgia.gov.vn.
Cổng Dịch vụ Công Bộ Công an chủ yếu cung cấp dịch vụ công trong những lĩnh vực nào?,Cổng cung cấp dịch vụ công trong lĩnh vực quản lý cư trú và lĩnh vực quản lý căn cước công dân.
Mục tiêu của Cổng Dịch vụ Công Bộ Công an là gì?,"Mục tiêu là giúp người dân và doanh nghiệp thực hiện thủ tục hành chính nhanh chóng, thuận tiện qua nền tảng trực tuyến."
Người dân có thể thực hiện những thao tác nào trên Cổng Dịch vụ Công Bộ Công an?,"Người dân có thể tra cứu thông tin, nộp hồ sơ trực tuyến, quản lý hồ sơ dịch vụ công, gửi phản ánh kiến nghị và nhận hỗ trợ."
"Cổng DVC Bộ Công an có hỗ trợ tiếp nhận phản ánh, kiến nghị của người dân không?","Có. Người dân có thể gửi phản ánh, kiến nghị và nhận phản hồi từ cơ quan chức năng thông qua nền tảng này."
Địa chỉ trang chính của Cổng Dịch vụ Công Bộ Công an là gì?,Địa chỉ là https://www.dichvucong.bocongan.gov.vn.
Thanh menu chính của trang chủ Cổng Dịch vụ Công Bộ Công an gồm những mục nào?,"Thanh menu chính gồm các mục: Thủ tục hành chính, Tra cứu hồ sơ, Nộp hồ sơ trực tuyến, Quản lý hồ sơ DVC, Phản ánh - Kiến nghị, Đánh giá, Văn bản, Hỏi đáp, Hỗ trợ."
Người dân có thể truy cập chức năng nào để nộp hồ sơ trên trang chính Cổng Dịch vụ Công Bộ Công an?,"Có thể truy cập mục ""Nộp hồ sơ trực tuyến"" trên thanh menu chính."
Mục nào trên thanh menu của Cổng Dịch vụ Công Bộ Công an hỗ trợ người dân gửi thắc mắc hoặc phản ánh đến cơ quan chức năng?,"Mục ""Phản ánh - Kiến nghị"" cho phép người dân gửi thắc mắc hoặc góp ý đến cơ quan chức năng."
Những lĩnh vực dịch vụ công trực tuyến nào được hiển thị ở phần chính của trang chủ Cổng Dịch vụ Công Bộ Công an?,"Hai lĩnh vực chính là: Đăng ký, quản lý cư trú và Cấp, quản lý Căn cước công dân."
Trang chính Cổng Dịch vụ Công Bộ Công an có công cụ nào để người dân tìm kiếm dịch vụ công nhanh chóng không?,Có. Trang chính có thanh tìm kiếm dịch vụ công trực tuyến được đặt ở phần trung tâm.
Trang chính Cổng Dịch vụ Công Bộ Công an có cung cấp thông tin thống kê liên quan đến hồ sơ dịch vụ công không?,"Có. Phần thống kê hiển thị số lượng hồ sơ đã nộp, hồ sơ đã giải quyết và tình hình xử lý hồ sơ theo tháng."
Nếu người dân muốn tra cứu tình trạng xử lý hồ sơ của mình trên Cổng Dịch vụ Công Bộ Công an thì vào mục nào?,"Người dân cần vào mục ""Tra cứu hồ sơ"" trong thanh menu chính."
"Để đăng ký kết hôn trực tuyến, công dân cần truy cập vào địa chỉ nào?",Cần truy cập vào Cổng Dịch vụ công Quốc gia tại địa chỉ https://dichvucong.gov.vn.
"Sau khi vào Cổng Dịch vụ công, công dân phải chọn mục nào để bắt đầu thủ tục đăng ký kết hôn?","Chọn mục ""Hôn nhân và gia đình"" trong phần ""Công dân"", sau đó nhấn vào mục ""Kết hôn""."
Hướng dẫn tôi đăng ký kết hôn trên cổng dịch vụ công trực tuyến,"Bước 1: Truy cập vào Cổng Dịch vụ công Quốc gia tại địa chỉ dichvucong.gov.vn.
Bước 2: Từ trang chủ, chọn ""Hôn nhân và gia đình"" ở phần ""Công dân"", sau đó nhấn vào mục ""Kết hôn"".
Bước 3: Chọn thủ tục ""Đăng ký kết hôn"".
Bước 4: Chọn cơ quan thực hiện thủ tục.
Bước 5: Điền đầy đủ thông tin và nộp thủ tục. Sau đó, theo dõi tình trạng hồ sơ của bạn trên cổng dịch vụ công."
Thủ tục đăng ký kết hôn thuộc cấp chính quyền nào thực hiện?,Cấp xã.
Mã thủ tục hành chính cho việc đăng ký kết hôn là gì?,Mã thủ tục là 1.000894.
Số quyết định liên quan đến thủ tục đăng ký kết hôn là bao nhiêu?,Số quyết định là 85/QĐ-BTP.
Tên chính thức của thủ tục đăng ký kết hôn là gì?,Tên thủ tục là Thủ tục đăng ký kết hôn.
Thủ tục đăng ký kết hôn được thực hiện ở cấp nào?,Thủ tục đăng ký kết hôn được thực hiện ở Cấp Xã.
Thủ tục đăng ký kết hôn thuộc loại thủ tục hành chính nào?,Đây là loại TTHC được luật giao quy định chi tiết.
Lĩnh vực quản lý của thủ tục đăng ký kết hôn là gì?,Lĩnh vực là Hộ tịch.
Đối tượng nào có thể thực hiện thủ tục đăng ký kết hôn?,Đối tượng thực hiện là Công dân Việt Nam.
Cơ quan nào trực tiếp thực hiện thủ tục đăng ký kết hôn?,"Cơ quan thực hiện là Ủy ban Nhân dân xã, phường, thị trấn."
Cơ quan nào có thẩm quyền quyết định việc đăng ký kết hôn?,"Cơ quan có thẩm quyền là Ủy ban Nhân dân xã, phường, thị trấn."
Kết quả thực hiện của thủ tục đăng ký kết hôn bao gồm những gì?,"Kết quả bao gồm Giấy chứng nhận kết hôn, Bản sao Trích lục ghi chú kết hôn, và Bản điện tử Trích lục kết hôn."
Yêu cầu về độ tuổi để đăng ký kết hôn đối với nam và nữ là gì?,"Nam từ đủ 20 tuổi trở lên, nữ từ đủ 18 tuổi trở lên."
Nguyên tắc cơ bản về ý chí của các bên khi đăng ký kết hôn là gì?,Việc kết hôn phải do nam và nữ tự nguyện quyết định.
Điều kiện về năng lực hành vi dân sự để đăng ký kết hôn là gì?,Các bên không bị mất năng lực hành vi dân sự.
Việc đăng ký kết hôn có được phép đối với trường hợp kết hôn giả tạo không?,"Không, kết hôn giả tạo thuộc một trong các trường hợp cấm kết hôn."
"Tảo hôn, cưỡng ép, lừa dối kết hôn có được chấp nhận khi đăng ký kết hôn không?","Không, đây là các trường hợp cấm kết hôn."
Người đang có vợ hoặc chồng có được đăng ký kết hôn với người khác không?,"Không, đây là trường hợp cấm kết hôn."
Việc đăng ký kết hôn giữa những người cùng dòng máu về trực hệ có được phép không?,"Không, đây là trường hợp cấm kết hôn."
Việc đăng ký kết hôn giữa những người có họ trong phạm vi ba đời có được phép không?,"Không, đây là trường hợp cấm kết hôn."
"Việc đăng ký kết hôn giữa cha, mẹ nuôi với con nuôi có được phép không?","Không, đây là trường hợp cấm kết hôn."
Nhà nước có thừa nhận việc đăng ký kết hôn giữa những người cùng giới tính không?,"Không, Nhà nước không thừa nhận hôn nhân giữa những người cùng giới tính."
"Khi nộp hồ sơ đăng ký kết hôn trực tiếp, người yêu cầu cần nộp tại đâu?",Người có yêu cầu nộp hồ sơ tại Bộ phận một cửa của UBND cấp xã có thẩm quyền.
"Để nộp hồ sơ đăng ký kết hôn trực tuyến, người yêu cầu cần truy cập vào đâu?",Người yêu cầu truy cập Cổng dịch vụ công quốc gia hoặc Cổng dịch vụ công cấp tỉnh.
"Khi đăng ký kết hôn trực tuyến, người yêu cầu cung cấp thông tin qua biểu mẫu nào?",Người yêu cầu cung cấp thông tin theo biểu mẫu điện tử tương tác đăng ký kết hôn.
"Ai có trách nhiệm kiểm tra tính chính xác, đầy đủ của hồ sơ đăng ký kết hôn tại Bộ phận một cửa?",Cán bộ tiếp nhận hồ sơ tại Bộ phận một cửa có trách nhiệm kiểm tra.
"Nếu hồ sơ đăng ký kết hôn đầy đủ và hợp lệ, người nộp trực tiếp sẽ nhận được gì?","Người nộp trực tiếp sẽ nhận được Phiếu hẹn, trả kết quả."
"Nếu hồ sơ đăng ký kết hôn đầy đủ và hợp lệ, người nộp trực tuyến sẽ nhận được gì?","Người nộp trực tuyến sẽ nhận được Phiếu hẹn, trả kết quả qua thư điện tử hoặc tin nhắn điện thoại."
"Sau khi tiếp nhận hồ sơ đăng ký kết hôn trực tiếp, cán bộ phải làm gì với hồ sơ giấy?","Cán bộ thực hiện số hóa (sao chụp, chuyển thành tài liệu điện tử) và ký số vào tài liệu."
"Nếu hồ sơ đăng ký kết hôn chưa đầy đủ, cán bộ sẽ xử lý như thế nào?","Cán bộ sẽ có thông báo cho người yêu cầu bổ sung, hoàn thiện hồ sơ, nêu rõ giấy tờ cần bổ sung."
"Điều gì xảy ra nếu người yêu cầu không thể bổ sung, hoàn thiện hồ sơ đăng ký kết hôn?",Trưởng bộ phận một cửa sẽ có thông báo từ chối giải quyết yêu cầu đăng ký kết hôn.
Ai là người thực hiện thẩm tra hồ sơ đăng ký kết hôn sau khi tiếp nhận?,Công chức tư pháp - hộ tịch thực hiện thẩm tra hồ sơ.
Cơ quan đăng ký hộ tịch tra cứu thông tin tình trạng hôn nhân để đăng ký kết hôn từ những nguồn nào?,Từ Hệ thống thông tin giải quyết thủ tục hành chính cấp tỉnh thông qua kết nối với Cơ sở dữ liệu hộ tịch điện tử và Cơ sở dữ liệu quốc gia về dân cư.
"Nếu không tra cứu được tình trạng hôn nhân khi đăng ký kết hôn, cơ quan đăng ký sẽ làm gì?","Cơ quan đăng ký hộ tịch sẽ đề nghị Ủy ban nhân dân cấp xã nơi người yêu cầu thường trú/nơi đã đăng ký kết hôn xác minh, cung cấp thông tin."
"Nếu một công dân Việt Nam đã ly hôn ở nước ngoài muốn đăng ký kết hôn mới, họ cần làm gì trước tiên nếu thông tin chưa có trong CSDL?",Cơ quan đăng ký hộ tịch hướng dẫn công dân thực hiện thủ tục ghi vào sổ hộ tịch việc ly hôn/hủy việc kết hôn trước.
"Trong trường hợp không thể trả kết quả đăng ký kết hôn đúng hẹn, công chức phải làm gì?","Lập Phiếu xin lỗi và hẹn lại ngày trả kết quả, nêu rõ lý do chậm trả và thời gian hẹn mới."
"Khi hồ sơ đăng ký kết hôn hợp lệ, công chức tư pháp - hộ tịch sẽ ghi thông tin vào đâu?","Ghi vào Sổ đăng ký kết hôn và cập nhật thông tin trên Phần mềm đăng ký, quản lý hộ tịch điện tử dùng chung."
"Đối với hồ sơ đăng ký kết hôn trực tuyến, người yêu cầu có trách nhiệm gì sau khi nhận biểu mẫu Giấy chứng nhận kết hôn điện tử?","Có trách nhiệm kiểm tra tính chính xác, đầy đủ của các thông tin và xác nhận trong tối đa một ngày."
Ai là người ký Giấy chứng nhận kết hôn trước khi trả cho công dân?,Lãnh đạo UBND ký.
"Khi đến nhận kết quả đăng ký kết hôn, ai phải có mặt?","Cả hai bên nam, nữ phải có mặt."
"Tại buổi nhận kết quả đăng ký kết hôn, hai bên nam nữ phải làm gì?","Phải xuất trình giấy tờ tuỳ thân, kiểm tra thông tin, khẳng định sự tự nguyện kết hôn, và ký tên vào Sổ đăng ký kết hôn và Giấy chứng nhận kết hôn."
Mỗi bên sẽ nhận bao nhiêu bản chính Giấy chứng nhận kết hôn sau khi hoàn tất thủ tục?,"Mỗi bên nam, nữ nhận 01 bản chính Giấy chứng nhận kết hôn."
"Khi nộp hồ sơ đăng ký kết hôn trực tiếp, hai bên nam nữ có thể khai chung vào một tờ khai không?","Có, hai bên nam, nữ có thể khai chung vào một Tờ khai đăng ký kết hôn."
"Khi nộp hồ sơ đăng ký kết hôn trực tuyến, người yêu cầu phải điền vào mẫu nào?",Người yêu cầu cung cấp thông tin vào Mẫu hộ tịch điện tử tương tác đăng ký kết hôn.
Những loại giấy tờ nào cần xuất trình để chứng minh nhân thân khi đăng ký kết hôn?,"Hộ chiếu, Chứng minh nhân dân, Thẻ căn cước công dân, Thẻ căn cước, Căn cước điện tử hoặc các giấy tờ khác có dán ảnh còn giá trị sử dụng."
Khi nào người yêu cầu không phải xuất trình giấy tờ chứng minh nơi cư trú khi đăng ký kết hôn?,Khi cơ quan đăng ký hộ tịch có thể khai thác được thông tin về nơi cư trú của công dân.
Yêu cầu đối với bản chụp giấy tờ khi nộp hồ sơ đăng ký kết hôn trực tuyến là gì?,"Phải rõ nét, đầy đủ, toàn vẹn về nội dung, được chụp từ giấy tờ gốc hợp lệ, còn giá trị sử dụng."
Giấy tờ đăng ký kết hôn do cơ quan có thẩm quyền nước ngoài cấp cần đáp ứng điều kiện gì?,"Phải được hợp pháp hóa lãnh sự, dịch sang tiếng Việt, trừ trường hợp được miễn."
Người yêu cầu đăng ký kết hôn trực tuyến có thể sử dụng bản sao điện tử đã có sẵn không?,"Có, nếu giấy tờ đã có bản sao điện tử hoặc bản điện tử giấy tờ hộ tịch thì người yêu cầu được sử dụng bản điện tử này."
"Khi đến nhận kết quả đăng ký kết hôn, người yêu cầu phải nộp bản chính giấy tờ gì nếu thông tin chưa có trong CSDL quốc gia?",Phải nộp bản chính Giấy xác nhận tình trạng hôn nhân.
"Cơ quan đăng ký hộ tịch sẽ làm gì nếu giấy tờ đăng ký kết hôn bị tẩy xóa, sửa chữa, làm giả?",Cơ quan đăng ký hộ tịch có thẩm quyền hủy bỏ kết quả đăng ký kết hôn.
"Khi nộp hồ sơ đăng ký kết hôn trực tiếp, người tiếp nhận có được giữ bản sao giấy tờ không?","Không được yêu cầu nộp bản sao hoặc bản chụp, người tiếp nhận chỉ kiểm tra, đối chiếu, chụp lại hoặc ghi lại thông tin để lưu hồ sơ."
Người yêu cầu đăng ký kết hôn có thể nộp loại bản sao nào thay cho bản chính để đối chiếu?,"Có thể nộp bản sao chứng thực từ bản chính, bản sao được cấp từ sổ gốc hoặc bản chụp kèm theo bản chính giấy tờ để đối chiếu."
"Khi người yêu cầu nộp bản chụp kèm bản chính để đăng ký kết hôn, người tiếp nhận phải làm gì?","Kiểm tra, đối chiếu bản chụp với bản chính và ký xác nhận."
Người tiếp nhận hồ sơ đăng ký kết hôn có được yêu cầu nộp thêm giấy tờ ngoài quy định không?,Không được yêu cầu người đăng ký nộp thêm giấy tờ mà pháp luật hộ tịch không quy định.
Khi nào người yêu cầu đăng ký kết hôn không phải tải lên các thông tin cá nhân theo hình thức trực tuyến?,"Khi các thông tin cá nhân trong giấy tờ đã có trong CSDLQGVDC, CSDLHTĐT và được hệ thống điền tự động."
Khi nào thì người yêu cầu đăng ký kết hôn không cần xuất trình giấy tờ chứng minh nơi cư trú?,Khi các thông tin về giấy tờ chứng minh nơi cư trú đã được khai thác từ Cơ sở dữ liệu quốc gia về dân cư.
Trong bao lâu UBND cấp xã nơi nhận được yêu cầu xác minh tình trạng hôn nhân phải gửi kết quả?,Trong thời hạn 03 ngày làm việc kể từ ngày nhận được yêu cầu.
Thời hạn tối đa để người yêu cầu xác nhận thông tin trên biểu mẫu Giấy chứng nhận kết hôn điện tử là bao lâu?,Tối đa một ngày.
Việc tra cứu tình trạng hôn nhân khi đăng ký kết hôn được lưu trữ dưới dạng nào?,Được lưu trữ dưới dạng điện tử hoặc bản giấy.
"Khi đăng ký kết hôn trực tuyến, người yêu cầu thanh toán phí, lệ phí bằng cách nào?",Thông qua chức năng thanh toán trực tuyến hoặc bằng cách thức khác theo quy định.
Ai là người ký xác nhận vào bản chụp giấy tờ khi người yêu cầu đăng ký kết hôn nộp kèm bản chính để đối chiếu?,Người tiếp nhận hồ sơ.
Việc đăng ký kết hôn giữa cha chồng với con dâu có được pháp luật cho phép không?,"Không, đây là một trong các trường hợp cấm kết hôn."
Việc đăng ký kết hôn giữa mẹ vợ với con rể có được pháp luật cho phép không?,"Không, đây là một trong các trường hợp cấm kết hôn."
Việc đăng ký kết hôn giữa cha dượng với con riêng của vợ có được pháp luật cho phép không?,"Không, đây là một trong các trường hợp cấm kết hôn."
Việc đăng ký kết hôn giữa mẹ kế với con riêng của chồng có được pháp luật cho phép không?,"Không, đây là một trong các trường hợp cấm kết hôn."
"Việc đăng ký kết hôn giữa người đã từng là cha, mẹ nuôi với con nuôi có được pháp luật cho phép không?","Không, đây là một trong các trường hợp cấm kết hôn."
"Trong quy trình đăng ký kết hôn, Phiếu xin lỗi và hẹn lại ngày trả kết quả được gửi cho người yêu cầu qua những hình thức nào?","Gửi trực tiếp tại Bộ phận một cửa, hoặc gửi qua thư điện tử, hoặc gửi tin nhắn qua điện thoại di động."
"Nếu hệ thống không tự điền được thông tin từ CSDLQG về dân cư, người đăng ký kết hôn phải làm gì?",Người yêu cầu phải kê khai đầy đủ các thông tin đó.
Thông tin nào của người yêu cầu đăng ký kết hôn được sử dụng để khai thác trong CSDLQG về dân cư?,"Họ, chữ đệm, tên và ngày, tháng, năm sinh và số định danh cá nhân/thẻ căn cước công dân/thẻ căn cước/chứng minh nhân dân/căn cước điện tử."
"Nếu người có yêu cầu đăng ký kết hôn không có phản hồi về biểu mẫu điện tử sau thời hạn, công chức tư pháp sẽ làm gì?",Công chức tư pháp - hộ tịch sẽ thực hiện việc ghi nội dung vào Sổ đăng ký kết hôn và cập nhật thông tin.
Mục đích của việc hai bên nam nữ phải có mặt khi nhận Giấy chứng nhận kết hôn là gì?,"Để xuất trình giấy tờ tuỳ thân, đối chiếu, khẳng định sự tự nguyện kết hôn và ký vào Sổ đăng ký kết hôn, Giấy chứng nhận kết hôn."
Người dân bắt đầu thực hiện thủ tục đăng ký giám hộ trực tuyến ở đâu?,Người dân cần truy cập vào Cổng Dịch vụ công Quốc gia tại địa chỉ https://dichvucong.gov.vn.
"Sau khi vào trang chủ Cổng Dịch vụ công, người dân chọn mục nào để đăng ký giám hộ?","Từ trang chủ, người dân chọn ""Hôn nhân và gia đình"" ở phần ""Công dân"", rồi chọn tiếp mục ""Giám hộ/Thủ tục đăng ký giám hộ""."
"Mục ""Đăng ký giám hộ"" nằm ở đâu trên giao diện Cổng Dịch vụ công?","Mục này nằm trong phần ""Giám hộ/Thủ tục đăng ký giám hộ"", sau khi người dùng truy cập từ danh mục ""Hôn nhân và gia đình""."
"Sau khi nộp hồ sơ đăng ký giám hộ trực tuyến, người dân theo dõi kết quả ở đâu?",Người dân có thể theo dõi tình trạng xử lý hồ sơ trực tiếp trên Cổng Dịch vụ công Quốc gia.
Thủ tục đăng ký giám hộ thuộc nhóm lĩnh vực nào trên Cổng Dịch vụ công?,"Thủ tục này thuộc nhóm lĩnh vực ""Hôn nhân và gia đình"" trong phần dành cho ""Công dân""."
Mã thủ tục hành chính cho việc đăng ký giám hộ là gì?,Mã thủ tục là 1.004837.
Số quyết định liên quan đến thủ tục đăng ký giám hộ là bao nhiêu?,Số quyết định là 85/QĐ-BTP.
Tên chính thức của thủ tục được đề cập trong tài liệu là gì?,Tên thủ tục là Thủ tục đăng ký giám hộ.
Thủ tục đăng ký giám hộ được thực hiện ở cấp nào?,Thủ tục đăng ký giám hộ được thực hiện ở Cấp Xã.
Thủ tục đăng ký giám hộ thuộc loại thủ tục hành chính nào?,Đây là loại TTHC được luật giao quy định chi tiết.
Lĩnh vực quản lý của thủ tục đăng ký giám hộ là gì?,Lĩnh vực là Hộ tịch.
Đối tượng nào có thể thực hiện thủ tục đăng ký giám hộ?,Đối tượng thực hiện là Công dân Việt Nam và Người Việt Nam định cư ở nước ngoài.
Cơ quan nào trực tiếp thực hiện thủ tục đăng ký giám hộ?,Cơ quan thực hiện là Ủy ban nhân dân cấp xã.
Cơ quan nào có thẩm quyền quyết định việc đăng ký giám hộ?,Cơ quan có thẩm quyền là Ủy ban nhân dân cấp xã.
Kết quả thực hiện của thủ tục đăng ký giám hộ bao gồm những gì?,"Trích lục đăng ký giám hộ, Bản sao Trích lục đăng ký giám hộ, Bản điện tử Trích lục đăng ký giám hộ."
"Theo tài liệu, có yêu cầu hay điều kiện đặc biệt nào để thực hiện thủ tục đăng ký giám hộ không?","Không, tài liệu ghi rõ mục Yêu cầu, điều kiện thực hiện là ""Không""."
"Khi nộp hồ sơ đăng ký giám hộ trực tiếp, người yêu cầu cần nộp tại đâu?",Người có yêu cầu nộp hồ sơ tại Bộ phận một cửa của UBND cấp xã có thẩm quyền.
"Để nộp hồ sơ đăng ký giám hộ trực tuyến, người yêu cầu cần truy cập vào đâu?",Người yêu cầu truy cập Cổng dịch vụ công quốc gia hoặc Cổng dịch vụ công cấp tỉnh.
"Khi đăng ký giám hộ trực tuyến, người yêu cầu cung cấp thông tin qua biểu mẫu nào?",Người yêu cầu cung cấp thông tin theo biểu mẫu điện tử tương tác đăng ký giám hộ.
Ai có trách nhiệm kiểm tra tính chính xác và hợp lệ của hồ sơ đăng ký giám hộ?,Cán bộ tiếp nhận hồ sơ tại Bộ phận một cửa.
"Nếu hồ sơ đăng ký giám hộ đầy đủ và hợp lệ, người nộp trực tiếp sẽ nhận được gì?","Người nộp trực tiếp sẽ nhận được Phiếu hẹn, trả kết quả."
"Nếu hồ sơ đăng ký giám hộ đầy đủ và hợp lệ, người nộp trực tuyến sẽ nhận được Phiếu hẹn bằng cách nào?",Phiếu hẹn sẽ được gửi qua thư điện tử hoặc tin nhắn hẹn trả kết quả qua điện thoại di động.
Cán bộ tiếp nhận phải làm gì với hồ sơ giấy sau khi tiếp nhận yêu cầu đăng ký giám hộ trực tiếp?,"Thực hiện số hóa (sao chụp, chuyển thành tài liệu điện tử) và ký số vào tài liệu, hồ sơ."
"Nếu hồ sơ đăng ký giám hộ chưa đầy đủ, cán bộ sẽ xử lý như thế nào?","Có thông báo cho người yêu cầu bổ sung, hoàn thiện hồ sơ, nêu rõ loại giấy tờ, nội dung cần bổ sung."
"Điều gì xảy ra nếu người yêu cầu đăng ký giám hộ không thể bổ sung, hoàn thiện được hồ sơ?",Trưởng bộ phận một cửa sẽ có thông báo từ chối giải quyết yêu cầu đăng ký giám hộ.
Ai là người thực hiện thẩm tra hồ sơ đăng ký giám hộ sau khi được tiếp nhận?,Công chức tư pháp - hộ tịch.
"Nếu hồ sơ đăng ký giám hộ không đủ điều kiện giải quyết, thông báo sẽ được gửi đến đâu?",Thông báo về tình trạng hồ sơ sẽ được gửi tới Bộ phận một cửa để thông báo cho người nộp.
Trong trường hợp nào công chức phải lập Phiếu xin lỗi khi giải quyết hồ sơ đăng ký giám hộ?,"Khi cần phải kiểm tra, xác minh làm rõ hoặc do nguyên nhân khác mà không thể trả kết quả đúng thời gian đã hẹn."
Nội dung của Phiếu xin lỗi và hẹn lại ngày trả kết quả đăng ký giám hộ bao gồm những gì?,Nêu rõ lý do chậm trả kết quả và thời gian hẹn trả kết quả.
"Khi hồ sơ đăng ký giám hộ hợp lệ, công chức tư pháp - hộ tịch sẽ ghi thông tin vào đâu?","Ghi vào Sổ đăng ký giám hộ và cập nhật thông tin trên Phần mềm đăng ký, quản lý hộ tịch điện tử dùng chung."
"Đối với hồ sơ đăng ký giám hộ trực tuyến, người yêu cầu có trách nhiệm gì sau khi nhận biểu mẫu Trích lục điện tử?","Có trách nhiệm kiểm tra tính chính xác, đầy đủ của các thông tin trên biểu mẫu và xác nhận."
Thời hạn tối đa để người yêu cầu xác nhận thông tin trên biểu mẫu Trích lục đăng ký giám hộ điện tử là bao lâu?,Tối đa một ngày.
"Nếu người yêu cầu đăng ký giám hộ không phản hồi sau thời hạn xác nhận, công chức sẽ làm gì?",Công chức thực hiện việc ghi nội dung vào Sổ đăng ký giám hộ và cập nhật thông tin trên phần mềm.
Ai là người ký Trích lục đăng ký giám hộ trước khi trả cho công dân?,Lãnh đạo UBND.
"Khi đến nhận kết quả đăng ký giám hộ, người yêu cầu phải làm gì?","Kiểm tra thông tin trên Trích lục đăng ký giám hộ, trong Sổ đăng ký giám hộ, ký tên vào Sổ và nhận Trích lục."
"Khi nộp hồ sơ đăng ký giám hộ trực tiếp, người yêu cầu cần điền tờ khai nào?",Tờ khai đăng ký giám hộ theo mẫu.
"Khi nộp hồ sơ đăng ký giám hộ trực tuyến, người yêu cầu sử dụng mẫu nào?",Mẫu hộ tịch điện tử tương tác đăng ký giám hộ.
Những loại giấy tờ nào cần xuất trình để chứng minh nhân thân khi đăng ký giám hộ?,Hộ chiếu/Chứng minh nhân dân/Thẻ căn cước công dân/Thẻ căn cước/Căn cước điện tử/Giấy chứng nhận căn cước hoặc giấy tờ khác có dán ảnh còn giá trị sử dụng.
Khi nào người yêu cầu không phải tải lên giấy tờ nhân thân khi đăng ký giám hộ trực tuyến?,"Khi các thông tin cá nhân trong các giấy tờ này đã có trong CSDLQGVDC, CSDLHTĐT, được hệ thống điền tự động."
Khi nào người yêu cầu cần xuất trình giấy tờ chứng minh thông tin về cư trú để đăng ký giám hộ?,Trong trường hợp cơ quan đăng ký hộ tịch không thể khai thác được thông tin về nơi cư trú của công dân.
Khi nào người yêu cầu không phải xuất trình giấy tờ chứng minh nơi cư trú khi đăng ký giám hộ?,Khi các thông tin về giấy tờ chứng minh nơi cư trú đã được khai thác từ Cơ sở dữ liệu quốc gia về dân cư.
"Nếu gửi hồ sơ đăng ký giám hộ qua bưu chính, các giấy tờ phải xuất trình cần được nộp dưới hình thức nào?",Phải gửi kèm theo bản sao có chứng thực.
Hồ sơ đăng ký giám hộ cử cần phải nộp giấy tờ đặc biệt nào?,Văn bản cử người giám hộ theo quy định của Bộ luật Dân sự.
Hồ sơ đăng ký giám hộ đương nhiên cần phải nộp giấy tờ gì?,Giấy tờ chứng minh điều kiện giám hộ đương nhiên theo quy định của Bộ luật Dân sự.
"Nếu có nhiều người cùng đủ điều kiện làm giám hộ đương nhiên, hồ sơ đăng ký giám hộ cần nộp thêm gì?",Nộp thêm văn bản thỏa thuận về việc cử một người làm giám hộ đương nhiên.
"Khi ủy quyền thực hiện việc đăng ký giám hộ, hồ sơ cần có giấy tờ gì?",Văn bản ủy quyền theo quy định của pháp luật.
"Khi ủy quyền đăng ký giám hộ, văn bản ủy quyền không phải chứng thực trong trường hợp nào?","Trường hợp người được ủy quyền là ông, bà, cha, mẹ, con, vợ, chồng, anh, chị, em ruột của người ủy quyền."
Yêu cầu đối với bản chụp giấy tờ khi nộp hồ sơ đăng ký giám hộ trực tuyến là gì?,"Phải bảo đảm rõ nét, đầy đủ, toàn vẹn về nội dung, là bản chụp từ giấy tờ được cấp hợp lệ, còn giá trị sử dụng."
Giấy tờ do cơ quan nước ngoài cấp để đăng ký giám hộ cần đáp ứng điều kiện gì?,"Phải được hợp pháp hóa lãnh sự, dịch sang tiếng Việt theo quy định, trừ trường hợp được miễn."
